Rank,Name,Nationality,Position,Assists,Attempts On Target,Attempts At Goal,Attempts At Goal Conv.Rate (%),Attempts Inside Penalty Area,Attempts Outside Penalty Area,Headed Attempts At Goal,xG,xG Efficiency,Corners
1843,Oston Urunov,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1844,Oswin Appollis,RSA,fw,0,0,0,0,0,0,0,0.0,0.0,0
1845,Otabek Shukurov,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1848,Oumar Diakite,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1849,Ousmane Dembele,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1850,Ousmane Diomande,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1851,Oussama Benbot,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
1854,Owen Goodman,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
1857,Ozan Kabak,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1860,Paik Seungho,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1861,Pape Gueye,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1862,Pape Matar Sarr,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1864,Parfait Guiagon,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1865,Park Jinseob,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1867,Pascal Gross,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1869,Pathe Ciss,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1871,Patrick Beach,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
1872,Patrick Berg,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1873,Patrick Maswanganyi,RSA,SA,0,0,0,0,0,0,0,0.0,0.0,0
1874,Patrick Pentz,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
1876,Patrick Wimmer,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1880,Patrik Schick,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1881,Pau Cubarsi,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1883,Paul Izzo,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
1884,Paul Okon Engstler,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1886,Paul Wanner,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1891,Pavel Sulc,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1893,Payam Niazmand,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
1894,Pedri,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1897,Pedro Miguel,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1898,Pedro Neto,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1899,Pedro Porro,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1900,Pedro Vite,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1901,Pervis Estupinan,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1902,Petar Musa,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1903,Petar Sucic,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1907,Philipp Lienhart,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1909,Phillip Mwene,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1910,Pico Lopes,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1911,Piero Hincapie,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1915,Prince Adu,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1917,Promise David,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1919,Quinten Timber,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1920,Raed Chikhaoui,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1921,Rafael Leao,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1924,Rafik Belghali,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1926,Rajaei Ayed,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1928,Ramin Rezaeian,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1929,Ramiz Zerrouki,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1930,Ramon Juarez,MEX,EX,0,0,0,0,0,0,0,0.0,0.0,0
1931,Ramon Sosa,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1932,Ramy Bensebaini,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1933,Ramy Rabia,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1936,Rani Khedira,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1939,Raphinha,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1942,Raul Jimenez,MEX,fw,0,0,0,0,0,0,0,0.0,0.0,0
1943,Raul Rangel,MEX,gk,0,0,0,0,0,0,0,0.0,0.0,0
1944,Rayan,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1945,Rayan Ait Nouri,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1946,Rayan Cherki,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1947,Rayan Elloumi,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1953,Rebin Sulaka,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1955,Redouane Halhal,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1956,Reece James,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1957,Relebohile Mofokeng,RSA,fw,0,0,0,0,0,0,0,0.0,0.0,0
1958,Remo Freuler,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1959,Renaldo Leaner,RSA,SA,0,0,0,0,0,0,0,0.0,0.0,0
1960,Renato Veiga,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1964,Ricardo Ade,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1965,Ricardo Goss,RSA,gk,0,0,0,0,0,0,0,0.0,0.0,0
1967,Ricardo Pepi,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1969,Ricardo Rodriguez,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1971,Richard Ledezma,MEX,EX,0,0,0,0,0,0,0,0.0,0.0,0
1972,Richard Rios,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1974,Richie Laryea,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1977,Riechedly Bazoer,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1981,Ritsu Doan,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
1982,Riyad Mahrez,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
1989,Roberto Alvarado,MEX,fw,0,0,0,0,0,0,0,0.0,0.0,0
1991,Robin Hranac,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1994,Robin Risser,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
1995,Robin Roefs,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
1997,Roderick Miller,df,df,0,0,0,0,0,0,0,0.0,0.0,0
1999,Rodri,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
2000,Rodrigo Aguirre,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
2001,Rodrigo Bentancur,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
2002,Rodrigo De Paul,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
2004,Rodrigo Zalazar,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
2006,Roger Ibanez,df,df,0,0,0,0,0,0,0,0.0,0.0,0
2009,Romano Schmid,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
2010,Romelu Lukaku,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
2013,Ronald Araujo,df,df,0,0,0,0,0,0,0,0.0,0.0,0
2018,Ronwen Williams,RSA,gk,0,0,0,0,0,0,0,0.0,0.0,0
2020,Roozbeh Cheshmi,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
2021,Roshon Van Eijma,df,df,0,0,0,0,0,0,0,0.0,0.0,0
2023,Ross Stewart,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
2025,Ruben Dias,df,df,0,0,0,0,0,0,0,0.0,0.0,0
2028,Ruben Neves,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
2029,Ruben Providence,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
2030,Ruben Vargas,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
2031,Rui Silva,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
2032,Rustam Ashurmatov,df,df,0,0,0,0,0,0,0,0.0,0.0,0
2034,Ryan Christie,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
2036,Ryan Gravenberch,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
2037,Ryan Mendes,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
2040,Ryan Thomas,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
2043,Sabri Ben Hessen,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
2045,Sadio Mane,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
2046,Saed Alrosan,df,df,0,0,0,0,0,0,0,0.0,0.0,0
2047,Saeid Ezatolahi,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
2052,Salah Zakaria,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
2053,Saleem Obaid,df,df,0,0,0,0,0,0,0,0.0,0.0,0
2055,Saleh Alshehri,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
2056,Saleh Hardani,df,df,0,0,0,0,0,0,0,0.0,0.0,0
2057,Salem Aldawsari,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
2058,Salih Ozcan,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
2064,Saman Ghoddos,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
2065,Samed Bazdar,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
2066,Samet Akaydin,df,df,0,0,0,0,0,0,0,0.0,0.0,0
2067,Samir Chergui,df,df,0,0,0,0,0,0,0,0.0,0.0,0
2068,Samir El Mourabet,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
2070,Samu Costa,df,df,0,0,0,0,0,0,0,0.0,0.0,0
2075,Samuel Moutoussamy,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
2078,Samukele Kabini,RSA,df,0,0,0,0,0,0,0,0.0,0.0,0
2079,Sander Berge,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
2080,Sander Tangvik,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
2081,Santiago Arias,df,df,0,0,0,0,0,0,0,0.0,0.0,0
2083,Santiago Bueno,df,df,0,0,0,0,0,0,0,0.0,0.0,0
2085,Santiago Gimenez,MEX,fw,0,0,0,0,0,0,0,0.0,0.0,0
2087,Santiago Mele,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
2090,Sarpreet Singh,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
2091,Sasa Kalajdzic,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
2094,Saud Abdulhamid,df,df,0,0,0,0,0,0,0,0.0,0.0,0
2099,Scott Mckenna,df,df,0,0,0,0,0,0,0,0.0,0.0,0
2100,Scott Mctominay,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
2101,Sead Kolasinac,df,df,0,0,0,0,0,0,0,0.0,0.0,0
2104,Sebastian Berhalter,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
2105,Sebastian Caceres,df,df,0,0,0,0,0,0,0,0.0,0.0,0
2110,Sebastian Tounekti,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
2114,Seko Fofana,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
2116,Senne Lammens,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
2118,Seol Youngwoo,df,df,0,0,0,0,0,0,0,0.0,0.0,0
2119,Sergino Dest,df,df,0,0,0,0,0,0,0,0.0,0.0,0
2121,Sergio Rochet,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
2123,Shahriyar Moghanloo,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
2126,Sherel Floranus,df,df,0,0,0,0,0,0,0,0.0,0.0,0
2128,Sherzod Esanov,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
2129,Sherzod Nasrullaev,df,df,0,0,0,0,0,0,0,0.0,0.0,0
2131,Shogo Taniguchi,df,df,0,0,0,0,0,0,0,0.0,0.0,0
2132,Shoja Khalilzadeh,df,df,0,0,0,0,0,0,0,0.0,0.0,0
2134,Shurandy Sambo,df,df,0,0,0,0,0,0,0,0.0,0.0,0
2136,Sidny Lopes Cabral,df,df,0,0,0,0,0,0,0,0.0,0.0,0
2137,Silvan Widmer,df,df,0,0,0,0,0,0,0,0.0,0.0,0
2138,Simon Adingra,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
2139,Simon Banza,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
2145,Siphesihle Mkhize,RSA,SA,0,0,0,0,0,0,0,0.0,0.0,0
2146,Sipho Chaine,RSA,gk,0,0,0,0,0,0,0,0.0,0.0,0
2150,Sofyan Amrabat,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
2153,Son Heungmin,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
2155,Sondre Langas,df,df,0,0,0,0,0,0,0,0.0,0.0,0
2157,Song Bumkeun,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
2158,Sontje Hansen,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
2165,Soufiane Rahimi,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
2166,Sphephelo Sithole,RSA,mf,0,0,0,0,0,0,0,0.0,0.0,0
2167,Sphesihle Maduna,RSA,SA,0,0,0,0,0,0,0,0.0,0.0,0
2169,Stefan Posch,df,df,0,0,0,0,0,0,0,0.0,0.0,0
2170,Stepan Chaloupek,df,df,0,0,0,0,0,0,0,0.0,0.0,0
2173,Stephen Eustaquio,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
2175,Steve Kapuadi,df,df,0,0,0,0,0,0,0,0.0,0.0,0
2176,Steven Moreira,df,df,0,0,0,0,0,0,0,0.0,0.0,0
2180,Stjepan Radeljic,df,df,0,0,0,0,0,0,0,0.0,0.0,0
2181,Stopira,df,df,0,0,0,0,0,0,0,0.0,0.0,0
2185,Sultan Albrake,df,df,0,0,0,0,0,0,0,0.0,0.0,0
2186,Sultan Mandash,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
2188,Taha Ali,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
2190,Tahith Chong,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
2191,Tahsin Mohammed,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
2193,Tajon Buchanan,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
2194,Takefusa Kubo,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
2195,Takehiro Tomiyasu,df,df,0,0,0,0,0,0,0,0.0,0.0,0
2197,Tani Oluwaseyi,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
2199,Tarek Alaa,df,df,0,0,0,0,0,0,0,0.0,0.0,0
2202,Tarik Muharemovic,df,df,0,0,0,0,0,0,0,0.0,0.0,0
2205,Teboho Mokoena,RSA,mf,0,0,0,0,0,0,0,0.0,0.0,0
2206,Telmo Arcanjo,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
2209,Tete Yengi,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
2210,Teun Koopmeiners,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
2211,Thabang Matuludi,RSA,df,0,0,0,0,0,0,0,0.0,0.0,0
2212,Thabo Moloisane,RSA,SA,0,0,0,0,0,0,0,0.0,0.0,0
2213,Thalente Mbatha,RSA,mf,0,0,0,0,0,0,0,0.0,0.0,0
2214,Thapelo Maseko,RSA,fw,0,0,0,0,0,0,0,0.0,0.0,0
2215,Thapelo Morena,RSA,SA,0,0,0,0,0,0,0,0.0,0.0,0
2216,Thelo Aasgaard,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
2217,Themba Zwane,RSA,mf,0,0,0,0,0,0,0,0.0,0.0,0
2219,Theo Bongonda,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
2220,Theo Hernandez,df,df,0,0,0,0,0,0,0,0.0,0.0,0
2221,Thiago Almada,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
2223,Thibaut Courtois,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
2225,Thomas Meunier,df,df,0,0,0,0,0,0,0,0.0,0.0,0
2226,Thomas Partey,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
2230,Tijjani Reijnders,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
2232,Tim Payne,df,df,0,0,0,0,0,0,0,0.0,0.0,0
2233,Tim Ream,df,df,0,0,0,0,0,0,0,0.0,0.0,0
2234,Timothy Castagne,df,df,0,0,0,0,0,0,0,0.0,0.0,0
2235,Timothy Fayulu,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
2237,Timothy Weah,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
2238,Tino Livramento,df,df,0,0,0,0,0,0,0,0.0,0.0,0
2245,Tomas Araujo,df,df,0,0,0,0,0,0,0,0.0,0.0,0
2246,Tomas Chory,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
2247,Tomas Holes,df,df,0,0,0,0,0,0,0,0.0,0.0,0
2249,Tomas Rodriguez,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
2250,Tomas Soucek,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
2254,Tomoki Hayakawa,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
2256,Toni Fruk,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
2259,Torbjorn Heggem,df,df,0,0,0,0,0,0,0,0.0,0.0,0
2262,Trevor Doornbusch,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
2263,Trezeguet,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
2265,Tshepang Moremi,RSA,fw,0,0,0,0,0,0,0,0.0,0.0,0
2266,Tsuyoshi Watanabe,df,df,0,0,0,0,0,0,0,0.0,0.0,0
2267,Tyler Adams,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
2268,Tyler Bindon,df,df,0,0,0,0,0,0,0,0.0,0.0,0
2269,Tyler Fletcher,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
2270,Tylon Smith,RSA,SA,0,0,0,0,0,0,0,0.0,0.0,0
2271,Tyrese Noslin,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
2272,Tyrick Bodak,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
2274,Ugurcan Cakir,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
2276,Umar Eshmurodov,df,df,0,0,0,0,0,0,0,0.0,0.0,0
2278,Unai Simon,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
2280,Utkir Yusupov,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
2284,Valentin Barco,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
2288,Victor Guzman,MEX,EX,0,0,0,0,0,0,0,0.0,0.0,0
2290,Victor Lindelof,df,df,0,0,0,0,0,0,0,0.0,0.0,0
2291,Victor Munoz,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
2292,Viktor Gyokeres,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
2293,Viktor Johansson,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
2296,Vinicius Junior,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
2297,Virgil Van Dijk,df,df,0,0,0,0,0,0,0,0.0,0.0,0
2298,Vitinha,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
2301,Vladimir Coufal,df,df,0,0,0,0,0,0,0,0.0,0.0,0
2302,Vladimir Darida,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
2305,Vozinha,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
2306,Vuyo Letlapa,RSA,SA,0,0,0,0,0,0,0,0.0,0.0,0
2307,Wagner Pina,df,df,0,0,0,0,0,0,0,0.0,0.0,0
2309,Waldemar Anton,df,df,0,0,0,0,0,0,0,0.0,0.0,0
2313,Warren Zaire Emery,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
2314,Wataru Endo,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
2318,Weston Mckennie,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
2319,Weverton,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
2320,Wilfried Singo,df,df,0,0,0,0,0,0,0,0.0,0.0,0
2321,Wilguens Paugain,df,df,0,0,0,0,0,0,0,0.0,0.0,0
2322,Willer Ditta,df,df,0,0,0,0,0,0,0,0.0,0.0,0
2323,William Saliba,df,df,0,0,0,0,0,0,0,0.0,0.0,0
2324,Willian Pacho,df,df,0,0,0,0,0,0,0,0.0,0.0,0
2326,Willy Semedo,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
2328,Wilson Isidor,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
2330,Woodensky Pierre,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
2332,Wout Weghorst,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
2334,Xaver Schlager,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
2336,Yahia Fofana,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
2337,Yaimar Medina,df,df,0,0,0,0,0,0,0,0.0,0.0,0
2338,Yan Diomande,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
2339,Yan Valery,df,df,0,0,0,0,0,0,0,0.0,0.0,0
2340,Yanela Mbuthuma,RSA,SA,0,0,0,0,0,0,0,0.0,0.0,0
2341,Yang Hyunjun,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
2346,Yannick Semedo,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
2348,Yasin Ayari,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
2349,Yasser Ibrahim,df,df,0,0,0,0,0,0,0,0.0,0.0,0
2350,Yassin Fortune,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
2352,Yassine Bounou,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
2353,Yassine Titraoui,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
2355,Yazan Alarab,df,df,0,0,0,0,0,0,0,0.0,0.0,0
2357,Yazeed Abulaila,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
2358,Yehvann Diouf,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
2359,Yeremy Pino,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
2360,Yerry Mina,df,df,0,0,0,0,0,0,0,0.0,0.0,0
2362,Yoane Wissa,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
2363,Youri Tielemans,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
2367,Youssef Amyn,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
2369,Youssef Belammari,df,df,0,0,0,0,0,0,0,0.0,0.0,0
2374,Yuito Suzuki,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
2377,Yukinari Sugawara,df,df,0,0,0,0,0,0,0,0.0,0.0,0
2378,Yunus Akgun,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
2381,Yusuf Abdurisag,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
2385,Yvon Mvogo,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
2390,Zaid Ismael,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
2392,Zaid Tahseen,df,df,0,0,0,0,0,0,0,0.0,0.0,0
2393,Zakaria El Ouahdi,df,df,0,0,0,0,0,0,0,0.0,0.0,0
2396,Zeki Amdouni,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
2397,Zeki Celik,df,df,0,0,0,0,0,0,0,0.0,0.0,0
2398,Zeno Debast,df,df,0,0,0,0,0,0,0,0.0,0.0,0
2399,Zidane Iqbal,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
2400,Zineddine Belaid,df,df,0,0,0,0,0,0,0,0.0,0.0,0
2401,Zion Suzuki,gk,gk,0,0,0,0,0,0,0,0.0,0.0,0
2402,Ziyad Aljohani,mf,mf,0,0,0,0,0,0,0,0.0,0.0,0
2403,Zizo,fw,fw,0,0,0,0,0,0,0,0.0,0.0,0
